1255, 22
308, 16
957, 22
1154, 22
304, 16
1385, 22
1443, 22
1986, 24
995, 20
953, 20
570, 22
593, 20
3955, 26
535, 20
532, 20
32, 12
139, 16
94, 16
97, 16
522, 22
221, 20
86, 16
1159, 22
694, 20
461, 20
1460, 22
4291, 26
207, 18
388, 18
1554, 22
184, 18
214, 20
763, 22
39, 14
61, 16
148, 18
867, 22
2310, 24
1819, 22
864, 20
2058, 24
621, 20
348, 18
233, 18
1195, 22
1393, 22
578, 22
278, 20
1503, 24
1167, 22
1287, 22
142, 16
230, 20
182, 18
350, 18
1243, 22
404, 18
348, 20
340, 20
318, 22
679, 20
555, 18
320, 16
66, 12
180, 14
233, 16
384, 18
533, 20
342, 18
380, 18
46, 14
288, 16
57, 12
4, 4
202, 16
243, 18
30, 10
518, 18
870, 22
223, 18
699, 20
663, 20
259, 18
17, 10
369, 18
7, 6
129, 14
649, 20
55, 12
487, 20
1062, 22
607, 20
224, 18
157, 18
81, 14
28, 12
48, 12
92, 14
35, 10
281, 18
200, 18
34, 12
115, 16
133, 14
133, 14
193, 18
170, 16
75, 16
34, 10
115, 16
8, 8
520, 20
160, 16
78, 14
378, 18
160, 16
84, 14
513, 20
136, 16
140, 18
653, 20
276, 16
1933, 24
879, 20
411, 18
1286, 22
1005, 22
1630, 24
578, 20
551, 18
74, 16
905, 20
236, 18
135, 14
218, 16
615, 20
261, 16
526, 20
970, 22
773, 22
204, 18
248, 20
422, 20
468, 18
9, 8
147, 16
99, 16
1734, 24
824, 20
239, 18
734, 22
52, 14
291, 20
509, 20
32, 14
526, 20
25, 10
69, 14
109, 16
2113, 24
675, 20
844, 20
1492, 22
152, 16
1546, 22
1393, 22
92, 16
409, 20
25, 12
180, 18
223, 16
656, 20
1207, 24
412, 18
883, 22
366, 18
1207, 22
804, 22
199, 18
176, 18
8586, 28
154, 16
1633, 22
201, 16
1859, 22
360, 20
1546, 22
666, 20
724, 22
1219, 22
3086, 24
724, 20
179, 16
202, 16
525, 20
1397, 24
652, 20
2801, 24
1397, 24
662, 22
2890, 24
1489, 24
868, 22
442, 20
126, 16
438, 18
1009, 22
243, 20
113, 16
556, 22
398, 22
130, 18
108, 18
55, 18
62, 14
317, 20
60, 14
219, 18
295, 18
4163, 26
1138, 22
785, 22
928, 22
286, 18
1236, 22
1003, 24
391, 20
331, 20
25, 12
37, 14
68, 16
3697, 26
406, 20
571, 20
429, 22
105, 18
1110, 22
1493, 24
121, 18
189, 20
315, 18
572, 20
413, 18
696, 18
870, 20
417, 18
499, 18
277, 18
847, 20
965, 20
926, 20
212, 18
16, 10
54, 14
10, 10
2890, 24
621, 20
172, 16
646, 20
162, 16
158, 16
1200, 22
98, 16
359, 20
347, 16
213, 18
21, 10
97, 16
58, 16
22, 12
59, 14
569, 18
67, 14
90, 18
965, 20
28, 14
301, 16
13, 10
79, 14
113, 18
43, 14
257, 18
393, 20
890, 20
134, 16
58, 16
543, 20
51, 16
172, 16
46, 14
30, 14
299, 20
487, 20
52, 16
219, 18
232, 18
82, 18
420, 20
781, 20
243, 18
711, 20
1892, 24
300, 18
609, 20
2765, 24
1142, 20
635, 20
212, 18
1496, 22
1432, 22
1792, 24
859, 22
271, 18
89, 16
200, 16
532, 20
288, 20
312, 18
398, 20
776, 20
639, 20
559, 22
933, 22
77, 18
27, 10
196, 18
240, 18
598, 22
54, 16
603, 20
168, 18
54, 14
2933, 24
286, 20
34, 14
56, 18
61, 14
207, 18
491, 18
739, 22
743, 22
240, 18
226, 20
138, 16
1082, 22
500, 22
319, 20
102, 18
14, 12
154, 16
59, 16
4146, 24
357, 20
674, 22
1059, 22
240, 18
744, 20
1417, 22
309, 18
463, 20
2533, 24
1007, 20
1058, 20
520, 18
681, 18
1792, 22
1250, 20
3449, 24
1036, 20
1602, 22
776, 20
2101, 22
726, 20
338, 16
2569, 24
474, 18
654, 18
1878, 22
2313, 22
4941, 26
968, 20
420, 18
557, 20
1210, 20
2902, 24
527, 18
2254, 22
82, 14
367, 18
315, 18
817, 20
688, 20
2535, 24
765, 20
2342, 22
1103, 20
993, 20
1883, 22
1114, 20
189, 16
622, 20
360, 18
238, 16
363, 18
958, 20
590, 20
844, 20
1080, 22
700, 18
3156, 24
1073, 20
302, 18
1371, 22
544, 18
126, 14
150, 16
374, 18
714, 20
1339, 22
2111, 22
196, 16
4, 4
151, 16
238, 16
4, 4
489, 18
303, 18
120, 16
85, 14
294, 16
55, 14
11, 8
1644, 22
555, 18
357, 16
36, 10
55, 12
247, 16
210, 16
752, 20
385, 18
194, 16
356, 18
181, 16
742, 18
186, 14
2308, 22
418, 18
59, 12
382, 18
359, 18
759, 20
465, 18
36, 12
138, 16
145, 14
48, 12
195, 16
37, 12
377, 18
215, 18
30, 10
403, 18
30, 10
140, 14
627, 20
98, 14
41, 14
1254, 22
226, 16
144, 14
30, 10
238, 18
38, 12
205, 16
317, 18
46, 12
144, 16
460, 18
215, 18
875, 20
329, 18
91, 14
7, 6
82, 14
79, 14
22, 10
200, 18
103, 16
15, 10
115, 16
514, 18
457, 18
149, 14
215, 18
725, 20
81, 12
756, 20
2718, 24
671, 20
87, 16
1040, 20
73, 16
207, 16
725, 20
2586, 22
2640, 24
981, 20
2275, 22
1005, 22
621, 20
284, 18
1486, 22
34, 14
174, 16
327, 18
853, 20
3121, 24
423, 18
391, 18
1478, 22
465, 20
43, 12
79, 14
519, 20
226, 18
304, 18
545, 20
319, 16
1110, 22
1288, 22
699, 22
2081, 24
688, 20
633, 20
51, 14
850, 20
